Search terms report
"January 17, 2024 - February 15, 2024"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Impr.,Interactions,Clicks,Currency code,Cost,Conversions,Campaign type
sola quotes,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Quotes/Estimates,[solar quotes],2,0,0,USD,0.00,0.00,Search
swift energy solar reviews,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar reviews""",2,0,0,USD,0.00,0.00,Search
ladwp solar net metering,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
what is the highest watt solar panel,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels highest wattage""",1,0,0,USD,0.00,0.00,Search
solar battery for house,Exact match,Added,G_S_NB_Generic_CA,Home/Residential Solar,[solar battery for house],1,0,0,USD,0.00,0.00,Search
ru solar reviews,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar reviews""",1,0,0,USD,0.00,0.00,Search
sun value solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pannels""",1,0,0,USD,0.00,0.00,Search
smud solar incentives,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panel programs""",1,0,0,USD,0.00,0.00,Search
tesla solar panel cost calculator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much do solar panels cost to install""",1,0,0,USD,0.00,0.00,Search
solar panel purchase vs lease,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
solar home installation,Exact match (close variant),None,G_S_NB_Generic_CA,Home/Residential Solar,[solar panel for house],1,0,0,USD,0.00,0.00,Search
baker electric solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",2,0,0,USD,0.00,0.00,Search
solar panel uses,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
ca community solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
400w solar panels,Exact match,Added,G_S_NB_Generic_CA,Solar Panels,[400w solar panels],2,0,0,USD,0.00,0.00,Search
solar ppa california,Phrase match (close variant),None,G_S_NB_Generic_CA,California,california solar program,1,0,0,USD,0.00,0.00,Search
how much do solar panels cost for a 3000 square foot house,Phrase match,None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",7,0,0,USD,0.00,0.00,Search
cost to replace solar panels,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,"""solar panels""",1,0,0,USD,0.00,0.00,Search
sunstone financing,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""solar loan""",1,0,0,USD,0.00,0.00,Search
solar panel protective cover,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,"""solar panel""",2,1,1,USD,16.22,0.00,Search
best direction for solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panel system,1,0,0,USD,0.00,0.00,Search
v3 solar reviews,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
will california pay for my solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
community solar,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar panel,1,0,0,USD,0.00,0.00,Search
how many kwh solar do i need,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much solar""",2,0,0,USD,0.00,0.00,Search
elite solar reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
sunrun lease cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""leasing solar""",1,0,0,USD,0.00,0.00,Search
ppa vs lease solar,Broad match,None,G_S_NB_Generic_CA,Solar - list,solar plans,1,0,0,USD,0.00,0.00,Search
how much does tesla solar cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much does it cost to install solar panels""",2,0,0,USD,0.00,0.00,Search
solar companies sacramento ca,Phrase match (close variant),None,G_S_NB_Generic_CA,California,"""solar california""",1,0,0,USD,0.00,0.00,Search
tesla solar panels cost per month,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Quotes/Estimates,"""solar panels estimate cost""",2,0,0,USD,0.00,0.00,Search
solar panel with inverter and battery price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",2,0,0,USD,0.00,0.00,Search
solar panel installation cost in california,Broad match,None,G_S_NB_Generic_CA,Solar Incentives/Credits,no cost solar,1,0,0,USD,0.00,0.00,Search
tesla nem 3.0,Phrase match,None,G_S_NB_Generic_CA,CA - NEM 3.0,"""nem 3.0""",1,0,0,USD,0.00,0.00,Search
skypower systems,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar energy system""",1,0,0,USD,0.00,0.00,Search
price per watt solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",2,0,0,USD,0.00,0.00,Search
how much are solar power batteries,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""buy solar""",1,0,0,USD,0.00,0.00,Search
bifacial solar panel,Phrase match,None,G_S_NB_Generic_CA,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
is solar worth it in san diego,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar reviews""",1,0,0,USD,0.00,0.00,Search
how much do solar power panels cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar power cost""",1,0,0,USD,0.00,0.00,Search
is it worth buying solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[is solar worth it],1,0,0,USD,0.00,0.00,Search
rec alpha,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""high performance solar panels""",1,0,0,USD,0.00,0.00,Search
how much a solar panel cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar cost estimator],2,0,0,USD,0.00,0.00,Search
powerwall 3 price,Broad match,None,G_S_NB_Generic_CA,Solar Cost,solar power cost,1,0,0,USD,0.00,0.00,Search
solar panels in backyard,Broad match,None,G_S_NB_Generic_CA,Solar Calculator,how big solar system do i need,1,0,0,USD,0.00,0.00,Search
silfab solar panels price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Quotes/Estimates,"""solar estimate""",1,0,0,USD,0.00,0.00,Search
renting solar vs buying,Exact match,Added,G_S_NB_Generic_CA,Solar Leasing/Financing,[renting solar vs buying],1,0,0,USD,0.00,0.00,Search
2023 california solar tax credit,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""tax incentive for solar panels""",1,0,0,USD,0.00,0.00,Search
how to understand solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,[how does solar panels work],1,0,0,USD,0.00,0.00,Search
add solar panels to house,Exact match,Added,G_S_NB_Generic_CA,Home/Residential Solar,[add solar panels to house],1,0,0,USD,0.00,0.00,Search
solis solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",5,0,0,USD,0.00,0.00,Search
solar panels cost estimate,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[how much does it cost to get solar panels],1,0,0,USD,0.00,0.00,Search
solar panel on roof,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,[solar panel roof],1,0,0,USD,0.00,0.00,Search
incentives for solar panels in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,solar savings,1,0,0,USD,0.00,0.00,Search
rooftop solar sacramento,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""best solar options""",1,0,0,USD,0.00,0.00,Search
lgcy power review,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar reviews""",1,0,0,USD,0.00,0.00,Search
new solar panels cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""cost of solar energy""",1,0,0,USD,0.00,0.00,Search
solar offers,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
solar tax credit 2023 california,Exact match,Added,G_S_NB_Generic_CA,California,[solar tax credit 2023 california],1,0,0,USD,0.00,0.00,Search
kwh solar panel,Broad match,None,G_S_NB_Generic_CA,Solar Incentives/Credits,no cost solar,1,0,0,USD,0.00,0.00,Search
how many solar panels do i need for 4000 kwh per month,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,solar calculator,1,0,0,USD,0.00,0.00,Search
online solar sales,Exact match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""buy solar""",1,0,0,USD,0.00,0.00,Search
how much is it for solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar panel cost calculator],1,0,0,USD,0.00,0.00,Search
ca community solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
solar panels in saudi arabia,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solarpanels""",1,0,0,USD,0.00,0.00,Search
what is the downside of getting solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar information""",1,0,0,USD,0.00,0.00,Search
no cost solar tesla,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar panel charging battery,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,"""solar panel""",1,0,0,USD,0.00,0.00,Search
solar power for beginners pdf,Broad match,None,G_S_NB_Generic_CA,Solar Panels,how do solar panels work,1,0,0,USD,0.00,0.00,Search
discovery solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
solar prices 2024,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,cheapest solar system,1,1,1,USD,2.41,0.00,Search
solar power for home cost,Exact match,Added,G_S_NB_Generic_CA,Solar Cost,[solar power for home cost],4,0,0,USD,0.00,0.00,Search
how much for tesla solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much do solar panels cost to install""",1,0,0,USD,0.00,0.00,Search
cheap solar panel,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Low Cost,"""cheap solar""",1,0,0,USD,0.00,0.00,Search
energy service partners reviews,Broad match,None,G_S_NB_Generic_CA,Solar Companies,compare solar companies,1,0,0,USD,0.00,0.00,Search
4patriots solar generator price,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
best solar options in california,Exact match,Added,G_S_NB_Generic_CA,California,[best solar options in california],1,0,0,USD,0.00,0.00,Search
vanguard solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
southwest solar reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
san tan solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
install solar panels on roof,Exact match,Added,G_S_NB_Generic_CA,Solar Installation,[install solar panels on roof],1,0,0,USD,0.00,0.00,Search
abundant energy solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
best solar panels 2024,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""best price solar panels""",3,0,0,USD,0.00,0.00,Search
costco sunrun,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,solar power systems,1,0,0,USD,0.00,0.00,Search
abs solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
solarrun,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
flat roof solar panel mounting,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pv""",1,0,0,USD,0.00,0.00,Search
cost to install solar in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much is solar panels cost""",1,0,0,USD,0.00,0.00,Search
solar rebate calculator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""solar panels rebate""",1,0,0,USD,0.00,0.00,Search
solar financing california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""loan for solar panels""",1,1,1,USD,15.77,0.00,Search
latest solar panels,Exact match,Added,G_S_NB_Generic_CA,Solar Panels,[latest solar panels],3,0,0,USD,0.00,0.00,Search
how much does a solar system cost in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Installation,"""solar installation for home""",1,0,0,USD,0.00,0.00,Search
rent to own solar generator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar power system""",2,0,0,USD,0.00,0.00,Search
30 kw solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar system price""",1,1,1,USD,14.33,0.00,Search
how much does it cost to get solar,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[price of solar panels],1,0,0,USD,0.00,0.00,Search
amp smart solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
form 5695,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""federal solar tax credit""",12,0,0,USD,0.00,0.00,Search
48 volt solar system,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,[48v solar panel],1,0,0,USD,0.00,0.00,Search
solar power costs,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
rec panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""get solar panels""",2,0,0,USD,0.00,0.00,Search
solar system prices,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar installation cost estimator],1,0,0,USD,0.00,0.00,Search
solar electric,Exact match,Added,G_S_NB_Generic_CA,Solar - list,[solar electric],8,0,0,USD,0.00,0.00,Search
queen solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
solar calculator,Exact match,Added,G_S_NB_Generic_CA,Solar Calculator,[solar calculator],109,5,5,USD,59.22,0.00,Search
www renvu com,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
hydro solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar energy system""",1,0,0,USD,0.00,0.00,Search
how many watt solar panel do i need,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
multijunction solar cell,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,"""solar cell""",1,0,0,USD,0.00,0.00,Search
how much does a tesla solar roof cost 2000 sq ft,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar roof calculator""",1,0,0,USD,0.00,0.00,Search
how much is the solar rebate,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
태양 광 rec 가격,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar""",2,0,0,USD,0.00,0.00,Search
kronos solar california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electricity""",1,0,0,USD,0.00,0.00,Search
how many kwh do solar panels produce,Broad match,None,G_S_NB_Generic_CA,Solar Incentives/Credits,solar panel program,1,0,0,USD,0.00,0.00,Search
how much kilowatts does a solar panel produce,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar panels calculator""",1,0,0,USD,0.00,0.00,Search
monthly cost of solar panels,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,1,1,USD,5.83,0.00,Search
how to fill out 5695,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""tax form for solar credit""",1,0,0,USD,0.00,0.00,Search
who makes q cells solar panels,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar panels kw per square foot,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,best and cheap solar panels,1,0,0,USD,0.00,0.00,Search
is leasing solar panels a good idea,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,"""solar panels""",1,0,0,USD,0.00,0.00,Search
san diego best solar companies,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""best solar options""",1,0,0,USD,0.00,0.00,Search
ecoflow solar panel,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solar utility company,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power solar""",1,0,0,USD,0.00,0.00,Search
how much are solar panels,Exact match,Added,G_S_NB_Generic_CA,Solar Cost,how much are solar panels,18,1,1,USD,15.57,0.00,Search
solar energy company,Exact match,Added,G_S_NB_Generic_CA,Solar Companies,[solar energy company],5,0,0,USD,0.00,0.00,Search
how much does one solar panel cost for a house,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar panel cost calculator""",1,0,0,USD,0.00,0.00,Search
7kwh solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar system price""",1,0,0,USD,0.00,0.00,Search
average solar installation cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""going solar""",1,0,0,USD,0.00,0.00,Search
gosolarsf,Phrase match (close variant),None,G_S_NB_Generic_CA,CA - Bay Area,"""solar companies bay area""",1,0,0,USD,0.00,0.00,Search
qualified solar electric property costs,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much does it cost to go solar""",1,0,0,USD,0.00,0.00,Search
what is the cost of one solar panel,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
300 kw solar system cost,Broad match,None,G_S_NB_Generic_TX,Solar Low Cost,cheapest solar system,1,0,0,USD,0.00,0.00,Search
cheap solar panel system,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,[cheap solar panels],1,0,0,USD,0.00,0.00,Search
prosper solar company,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar energy companies texas""",1,0,0,USD,0.00,0.00,Search
solar electric property costs,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""cost of going solar""",1,0,0,USD,0.00,0.00,Search
solar energy roof shingles,Exact match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar shingles""",1,0,0,USD,0.00,0.00,Search
3d solar towers for sale,Broad match,None,G_S_NB_Generic_TX,Solar Systems,solar power systems,1,0,0,USD,0.00,0.00,Search
solar panel system for home cost,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[solar cost estimator],1,0,0,USD,0.00,0.00,Search
what is solar tax credit,Broad match,None,G_S_NB_Generic_TX,Solar Calculator,how to calculate solar tax credit,1,0,0,USD,0.00,0.00,Search
solar panel price calculator,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[how much does it cost to get solar panels],1,0,0,USD,0.00,0.00,Search
movable solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels systems""",1,0,0,USD,0.00,0.00,Search
irs 5695,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""tax form for solar credit""",2,1,1,USD,5.94,0.00,Search
what is average cost for solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
solar battery storage,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
vibe solar lancaster ca,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar system near me""",1,0,0,USD,0.00,0.00,Search
how much is it to install solar panels on your house,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[how much do solar panels cost to install],1,0,0,USD,0.00,0.00,Search
buy solar panels wholesale,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""buy solar panel""",1,0,0,USD,0.00,0.00,Search
buy solar panels for house,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[how much are solar panels for a house],1,0,0,USD,0.00,0.00,Search
450 watt solar panel price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""best price solar panels""",1,0,0,USD,0.00,0.00,Search
sale solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[best price solar panels],1,0,0,USD,0.00,0.00,Search
solar arizona,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar near me""",1,0,0,USD,0.00,0.00,Search
smallest 200 watt solar panel,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panels sale,1,0,0,USD,0.00,0.00,Search
rent solar panels for your home,Exact match,Added,G_S_NB_Generic_CA,Solar Leasing/Financing,[rent solar panels for your home],7,2,2,USD,41.27,0.00,Search
cost to install solar in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",5,0,0,USD,0.00,0.00,Search
3 kw battery,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar power panels,1,0,0,USD,0.00,0.00,Search
how much solar and battery do i need,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""how much solar panels do i need""",2,0,0,USD,0.00,0.00,Search
off the grid solar systems,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels systems""",1,0,0,USD,0.00,0.00,Search
delux solar,Broad match,None,G_S_NB_Generic_CA,Solar Systems,solar power systems,1,0,0,USD,0.00,0.00,Search
best cheap solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""get solar panels""",1,0,0,USD,0.00,0.00,Search
revolt solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar electric system""",1,0,0,USD,0.00,0.00,Search
mono vs poly solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar comparison""",1,0,0,USD,0.00,0.00,Search
purchase solar panels for home,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""buy solar system""",2,0,0,USD,0.00,0.00,Search
best solar in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar near me""",1,0,0,USD,0.00,0.00,Search
prepaid ppa,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""solar ppa""",1,0,0,USD,0.00,0.00,Search
planet oath energy,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electricity""",1,0,0,USD,0.00,0.00,Search
price solar panel,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panel price],1,0,0,USD,0.00,0.00,Search
best solar panel manufacturer,Phrase match,None,G_S_NB_Generic_CA,Solar Panels,"""best solar panel""",1,0,0,USD,0.00,0.00,Search
gaf energy's timberline solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""energy solar""",1,0,0,USD,0.00,0.00,Search
how much for solar panels for a house,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar cost estimator],1,0,0,USD,0.00,0.00,Search
how much is a solar roof,Exact match,Added,G_S_NB_Generic_CA,Solar Cost,[how much is a solar roof],2,0,0,USD,0.00,0.00,Search
who makes best solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,[which solar panels are best],1,0,0,USD,0.00,0.00,Search
do your own solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panel""",1,0,0,USD,0.00,0.00,Search
nusun solar california reviews,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
ambia solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
best solar loans in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,solar loan,1,0,0,USD,0.00,0.00,Search
how much does it cost to put solar panels on a 2000 square foot home,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
solar panels for homes cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panels for home for sale""",1,1,1,USD,18.22,0.00,Search
sunlight panel,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
tesla tiles for sale,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar roof tiles""",1,0,0,USD,0.00,0.00,Search
top 5 solar companies in san diego,Exact match,Added,G_S_NB_Generic_CA,CA - San Diego,[top 5 solar companies in san diego],1,0,0,USD,0.00,0.00,Search
400 watt solar panel cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels prices""",1,1,1,USD,7.64,0.00,Search
cost of installing solar panels in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""residential solar panels cost""",1,0,0,USD,0.00,0.00,Search
tesla solar estimate,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar panel cost calculator""",1,0,0,USD,0.00,0.00,Search
solar panel wattages,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar energy system""",1,0,0,USD,0.00,0.00,Search
hansen solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electric energy""",1,0,0,USD,0.00,0.00,Search
solar lease san diego,Phrase match (close variant),None,G_S_NB_Generic_CA,California,"""solar in ca""",1,0,0,USD,0.00,0.00,Search
is it a good idea to lease solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electricity""",1,0,0,USD,0.00,0.00,Search
kratos solar power,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
how is solar energy converted into electricity,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""understanding solar power""",1,0,0,USD,0.00,0.00,Search
9.9 kw solar system cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
a1 solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""buy solar""",1,0,0,USD,0.00,0.00,Search
leasing vs buying solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
can you install solar panels yourself,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pv panels""",1,0,0,USD,0.00,0.00,Search
is going solar worth it,Exact match,Added,G_S_NB_Generic_CA,Solar - list,[is going solar worth it],5,0,0,USD,0.00,0.00,Search
average cost of solar panels san diego,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much do solar panels cost to install""",1,0,0,USD,0.00,0.00,Search
solar california nem 3.0,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,solar electric power,1,0,0,USD,0.00,0.00,Search
solar energy prices,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,affordable solar,1,0,0,USD,0.00,0.00,Search
individual solar panel cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
how much do solar panels cost for a 2000 square foot house,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,best and cheap solar panels,3,0,0,USD,0.00,0.00,Search
sunpower 370w,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
